insee_code;nb_households;nb_inhabitants;consumption_units;median_income;taxable_households_rate;solo_median_income;family_median_income
26147;;;;;;;
26148;807.0;1839.0;1269.9;23360.0;;;
26149;440.0;1030.0;698.1;23620.0;;;
26150;;;;;;;
26152;;;;;;;
26153;;;;;;;
26154;100.0;176.0;135.2;18860.0;;;
26155;486.0;1208.0;801.0;22060.0;;;
26156;428.0;1086.0;722.8;25330.0;;;
26157;302.0;732.0;492.2;24580.0;;;
26159;62.0;133.0;92.1;20700.0;;;
26160;504.0;1257.0;832.7;21030.0;;;
26161;;;;;;;
26162;410.0;880.0;622.2;22610.0;;;
26163;;;;;;;
26164;;;;;;;
26165;3925.0;9094.0;6211.9;22630.0;-14.1;20680.0;24790.0
26166;2689.0;6356.0;4298.4;21560.0;-13.5;19640.0;24590.0
26167;285.0;570.0;405.3;17840.0;;;
26168;250.0;490.0;358.6;19400.0;;;
26169;881.0;2274.0;1485.8;25230.0;-15.7;;27440.0
26170;1387.0;3408.0;2294.8;27020.0;-16.8;;28000.0
26171;98.0;190.0;140.2;21250.0;;;
26172;287.0;706.0;472.5;22250.0;;;
26173;347.0;903.0;588.7;25440.0;;;
26174;430.0;1120.0;732.3;23500.0;;;
26175;100.0;208.0;147.1;20920.0;;;
26176;566.0;1314.0;904.0;26000.0;;;
26177;290.0;717.0;481.1;24710.0;;;
26178;227.0;492.0;346.1;21280.0;;;
26179;1030.0;2748.0;1789.0;26080.0;-17.7;;27620.0
26180;93.0;196.0;139.5;21820.0;;;
26181;111.0;204.0;153.5;18650.0;;;
26182;728.0;1512.0;1082.3;22890.0;;;
26183;490.0;1157.0;780.7;24230.0;;;
26185;256.0;567.0;393.6;26440.0;;;
26186;;;;;;;
26188;523.0;1000.0;740.1;21840.0;;;
26189;55.0;104.0;76.9;15290.0;;;
26190;;;;;;;
26191;1090.0;2567.0;1746.4;25030.0;-16.9;;28500.0
26192;128.0;257.0;187.7;21360.0;;;
26193;229.0;413.0;311.6;18880.0;;;
26194;249.0;639.0;422.7;22080.0;;;
26195;86.0;174.0;125.9;20720.0;;;
26196;604.0;1435.0;975.9;27010.0;;;
26197;1722.0;4256.0;2847.9;27140.0;-18.8;;29220.0
26198;18442.0;38475.0;27249.0;21350.0;-15.6;20000.0;25930.0
26199;;;;;;;
26200;;;;;;;
26201;;;;;;;
26202;148.0;304.0;218.6;22980.0;;;
26203;113.0;266.0;180.8;24030.0;;;
26204;57.0;134.0;91.5;19030.0;;;
26205;;;;;;;
26206;1253.0;2990.0;2026.6;26310.0;-17.5;;28120.0
26207;254.0;652.0;425.8;21270.0;;;
26208;779.0;1991.0;1311.1;25660.0;;;
26209;;;;;;;
26210;429.0;1034.0;694.0;21310.0;;;
26211;582.0;1307.0;905.8;24710.0;;;
26212;469.0;1226.0;798.9;25510.0;;;
26213;275.0;632.0;431.4;22370.0;;;
26214;;;;;;;
26215;200.0;339.0;263.9;20150.0;;;
26216;486.0;1216.0;803.5;21340.0;;;
26217;80.0;205.0;133.8;24060.0;;;
26218;1364.0;3302.0;2222.0;25030.0;-17.0;;28310.0
26220;3541.0;6274.0;4783.6;21150.0;-14.0;18590.0;25190.0
26221;;;;;;;
26222;;;;;;;
26223;222.0;530.0;359.4;23170.0;;;
26224;107.0;256.0;172.2;22350.0;;;
26225;250.0;646.0;427.0;23800.0;;;
26226;174.0;339.0;247.0;22420.0;;;
26227;;;;;;;
26228;;;;;;;
26229;;;;;;;
26231;1129.0;2715.0;1839.1;24660.0;-17.4;;29280.0
26232;260.0;583.0;407.8;26060.0;;;
26233;107.0;240.0;169.3;21290.0;;;
26234;387.0;848.0;592.9;22090.0;;;
26235;5850.0;13447.0;9144.2;20230.0;-13.1;21090.0;24500.0
26236;111.0;217.0;159.3;20210.0;;;
26238;109.0;215.0;155.1;17970.0;;;
26239;89.0;180.0;131.3;19390.0;;;
26240;74.0;139.0;105.1;19770.0;;;
26241;57.0;126.0;87.5;20640.0;;;
26242;;;;;;;
26243;402.0;895.0;623.2;22420.0;;;
26244;46.0;103.0;72.1;17400.0;;;
26245;;;;;;;
26246;57.0;108.0;79.7;22040.0;;;
26247;217.0;493.0;341.3;23710.0;;;
26248;90.0;176.0;127.5;19950.0;;;
26249;282.0;581.0;414.8;21710.0;;;
26250;1460.0;3652.0;2409.1;23110.0;-13.9;;25580.0
26251;194.0;395.0;284.1;23680.0;;;
26252;4508.0;10181.0;6996.2;21680.0;-13.2;21300.0;24390.0
26253;;;;;;;
26254;;;;;;;
26255;;;;;;;
26256;51.0;117.0;80.8;17400.0;;;
26257;175.0;416.0;282.6;24110.0;;;
26258;401.0;868.0;609.1;24910.0;;;
26259;118.0;257.0;181.0;22720.0;;;
26261;190.0;398.0;285.8;23710.0;;;
26262;128.0;264.0;187.5;18890.0;;;
26263;58.0;97.0;76.5;18830.0;;;
26264;136.0;275.0;198.8;22310.0;;;
26266;;;;;;;
26267;;;;;;;
26268;57.0;113.0;82.0;21320.0;;;
26269;;;;;;;
26270;64.0;124.0;90.1;21680.0;;;
26271;1460.0;3508.0;2360.9;24750.0;-15.4;;27400.0
26272;142.0;365.0;243.0;24380.0;;;
26273;415.0;1039.0;692.9;24710.0;;;
26274;;;;;;;
26275;694.0;1637.0;1116.1;25520.0;;;
26276;200.0;472.0;321.0;22030.0;;;
26277;76.0;169.0;116.2;20570.0;;;
26278;134.0;255.0;187.9;20650.0;;;
26279;;;;;;;
26281;15799.0;32365.0;23127.7;20520.0;-14.0;19610.0;24140.0
26282;105.0;229.0;158.4;20270.0;;;
26283;;;;;;;
26284;161.0;373.0;257.2;26910.0;;;
26285;125.0;245.0;180.3;23430.0;;;
26286;;;;;;;
26287;200.0;461.0;317.9;24060.0;;;
26288;143.0;287.0;207.3;20950.0;;;
26289;647.0;1365.0;956.1;21510.0;;;
26290;188.0;366.0;266.9;19010.0;;;
26291;;;;;;;
26292;82.0;170.0;122.8;19220.0;;;
26293;113.0;319.0;203.7;22670.0;;;
26294;266.0;660.0;441.7;24760.0;;;
26295;795.0;1895.0;1279.7;22830.0;;;
26296;;;;;;;
26298;190.0;426.0;292.1;21560.0;;;
26299;53.0;107.0;76.1;19420.0;;;
26300;;;;;;;
26301;1935.0;4190.0;2929.9;23080.0;-14.3;20140.0;26020.0
26302;229.0;552.0;373.8;22980.0;;;
26303;;;;;;;
26304;105.0;223.0;159.8;18870.0;;;
26305;451.0;1080.0;728.2;22840.0;;;
26306;145.0;289.0;208.4;17860.0;;;
26307;1368.0;2807.0;2011.0;22670.0;-13.7;19240.0;25880.0
26308;74.0;156.0;110.2;18460.0;;;
26309;117.0;257.0;179.3;21770.0;;;
26310;66.0;151.0;102.1;21590.0;;;
26311;561.0;1254.0;870.0;21920.0;;;
26312;537.0;1259.0;856.7;25390.0;;;
26313;2384.0;5928.0;3943.9;24130.0;-15.1;21820.0;27350.0
26314;169.0;423.0;281.5;22990.0;;;
26315;192.0;420.0;292.2;19660.0;;;
26316;93.0;221.0;149.3;24010.0;;;
26317;319.0;686.0;481.2;20040.0;;;
26318;;;;;;;
26319;237.0;581.0;389.5;24110.0;;;
26320;362.0;761.0;534.0;20970.0;;;
26321;90.0;162.0;121.5;16760.0;;;
26322;194.0;406.0;292.2;23810.0;;;
26323;785.0;1923.0;1288.9;23450.0;;;
26324;4009.0;9125.0;6266.5;23910.0;-15.9;24340.0;26920.0
26325;2590.0;6582.0;4316.2;19890.0;-11.9;20560.0;23680.0
26326;602.0;1323.0;929.3;28290.0;;;
26327;93.0;210.0;143.3;21960.0;;;
26328;;;;;;;
26329;88.0;181.0;130.6;17800.0;;;
26330;910.0;2216.0;1489.1;22590.0;-12.8;;23710.0
26331;198.0;480.0;325.7;21880.0;;;
26332;874.0;2042.0;1387.7;21920.0;-13.1;;24080.0
26333;1774.0;3497.0;2523.3;18280.0;-12.5;19150.0;24780.0
26334;62.0;155.0;103.0;22250.0;;;
26335;104.0;204.0;149.0;23000.0;;;
26336;258.0;579.0;399.1;20040.0;;;
26337;796.0;1899.0;1283.2;21660.0;;;
26338;832.0;1814.0;1279.8;26630.0;;;
26339;667.0;1584.0;1072.5;25600.0;;;
26340;132.0;221.0;172.3;18930.0;;;
26341;299.0;761.0;494.5;22580.0;;;
26342;133.0;340.0;225.6;25510.0;;;
26343;45.0;106.0;72.7;22170.0;;;
26344;162.0;399.0;266.0;22450.0;;;
26345;891.0;2057.0;1409.1;24490.0;-16.7;;28170.0
26346;103.0;240.0;165.0;24980.0;;;
26347;2785.0;5575.0;4014.5;22330.0;-15.1;20310.0;25810.0
26348;773.0;1524.0;1116.0;21160.0;;;
26349;132.0;362.0;234.8;23250.0;;;
26350;;;;;;;
26351;;;;;;;
26352;99.0;234.0;157.5;21640.0;;;
26353;405.0;1018.0;672.4;22020.0;;;
26355;241.0;589.0;394.7;24020.0;;;
26356;51.0;116.0;77.8;13860.0;;;
26357;823.0;1781.0;1245.3;21060.0;;;
26358;625.0;1553.0;1043.5;25570.0;;;
26359;;;;;;;
26360;280.0;692.0;460.8;24710.0;;;
26361;67.0;132.0;95.5;16270.0;;;
26362;30013.0;60064.0;43127.1;20610.0;-15.7;20280.0;25610.0
26363;;;;;;;
26364;152.0;350.0;242.8;20290.0;;;
26365;269.0;640.0;432.8;24230.0;;;
26367;310.0;660.0;469.4;22000.0;;;
26368;155.0;354.0;243.7;21510.0;;;
26369;;;;;;;
26370;59.0;118.0;85.1;20000.0;;;
26371;;;;;;;
26372;;;;;;;
26373;112.0;262.0;178.7;18710.0;;;
26374;;;;;;;
26375;;;;;;;
26376;;;;;;;
26377;520.0;1087.0;778.7;23190.0;;;
26378;;;;;;;
26379;378.0;922.0;622.1;23790.0;;;
26380;226.0;558.0;373.2;23760.0;;;
26381;354.0;936.0;614.3;24650.0;;;
26382;248.0;630.0;410.4;24210.0;;;
27001;133.0;333.0;221.3;22690.0;;;
27002;207.0;499.0;336.1;23540.0;;;
27003;672.0;1599.0;1084.4;24460.0;;;
27004;133.0;405.0;250.6;24770.0;;;
27005;452.0;1216.0;787.5;25940.0;;;
27006;63.0;159.0;105.2;24990.0;;;
27008;632.0;1566.0;1038.3;22900.0;;;
27009;235.0;545.0;371.2;19510.0;;;
27010;68.0;169.0;112.5;24010.0;;;
27011;515.0;1254.0;843.2;24500.0;;;
27012;172.0;474.0;308.0;26090.0;;;
27013;204.0;511.0;338.9;24560.0;;;
27014;335.0;878.0;571.8;27410.0;;;
27015;490.0;1289.0;841.3;25410.0;;;
27016;3458.0;7643.0;5291.7;20750.0;-13.0;19650.0;24220.0
27017;566.0;1416.0;936.6;23710.0;;;
27018;419.0;1017.0;684.1;24010.0;;;
27019;67.0;177.0;115.4;23950.0;;;
27020;697.0;1658.0;1126.5;25340.0;;;
27021;140.0;339.0;228.0;22600.0;;;
27022;2147.0;5323.0;3552.6;21710.0;-13.3;21610.0;24060.0
27023;294.0;730.0;492.9;25030.0;;;
27025;387.0;959.0;643.0;24910.0;;;
27026;163.0;431.0;282.2;26200.0;;;
27027;113.0;311.0;199.1;23420.0;;;
27028;139.0;306.0;213.5;21000.0;;;
27031;465.0;1177.0;789.0;29010.0;;;
27032;522.0;1344.0;880.5;25200.0;;;
27033;121.0;312.0;207.2;26250.0;;;
27034;228.0;615.0;397.1;22740.0;;;
27035;49.0;105.0;74.7;24890.0;;;
27036;221.0;566.0;376.8;22670.0;;;
27037;453.0;1187.0;769.7;23290.0;;;
27038;105.0;272.0;175.8;22210.0;;;
27039;197.0;514.0;337.7;24980.0;;;
27040;182.0;462.0;302.7;22450.0;;;
27042;;;;;;;
27043;285.0;656.0;448.9;21330.0;;;
27044;396.0;904.0;626.3;27070.0;;;
27045;308.0;789.0;523.9;25000.0;;;
27046;58.0;129.0;88.6;21080.0;;;
27047;136.0;332.0;220.8;22060.0;;;
27048;91.0;208.0;144.5;25440.0;;;
27049;1986.0;4442.0;3081.3;21720.0;-13.9;21120.0;24310.0
27050;289.0;628.0;442.9;24420.0;;;
27051;1324.0;2693.0;1924.7;21140.0;-13.5;20180.0;24660.0
27052;160.0;328.0;237.2;25080.0;;;
27053;91.0;204.0;142.2;25410.0;;;
27054;211.0;483.0;331.3;22820.0;;;
27055;124.0;323.0;210.9;24480.0;;;
27056;4826.0;8777.0;6596.0;20490.0;-14.5;18340.0;25380.0
27057;119.0;300.0;199.9;25630.0;;;
27058;671.0;1616.0;1100.8;25090.0;;;
27059;130.0;341.0;222.9;23880.0;;;
27061;128.0;319.0;213.0;24280.0;;;
27062;616.0;1580.0;1043.0;25530.0;;;
27063;90.0;249.0;158.3;22690.0;;;
27064;268.0;676.0;446.2;22560.0;;;
27065;2104.0;4445.0;3135.9;22080.0;-14.1;19700.0;25550.0
27066;117.0;287.0;190.2;20680.0;;;
27067;613.0;1612.0;1052.6;24130.0;;;
27068;75.0;184.0;121.7;18540.0;;;
27069;315.0;723.0;501.4;22910.0;;;
27070;625.0;1655.0;1079.8;23050.0;;;
27071;98.0;236.0;159.2;23490.0;;;
27072;294.0;746.0;497.6;26300.0;;;
27073;456.0;1206.0;784.3;24320.0;;;
27074;126.0;282.0;195.2;22680.0;;;
27075;155.0;355.0;247.3;21470.0;;;
27076;169.0;454.0;294.0;25160.0;;;
27077;341.0;840.0;552.3;21930.0;;;
27078;108.0;275.0;182.2;27860.0;;;
27079;137.0;339.0;225.5;22510.0;;;
27081;76.0;189.0;126.2;29360.0;;;
27082;947.0;2087.0;1449.9;21780.0;-13.1;;25130.0
27083;96.0;252.0;162.7;24820.0;;;
27085;598.0;1604.0;1029.4;24490.0;;;
27089;410.0;1035.0;685.8;26140.0;;;
27090;1569.0;3919.0;2600.2;25320.0;-15.4;;27250.0
27091;304.0;782.0;510.2;26520.0;;;
27094;52.0;124.0;83.3;23520.0;;;
27095;252.0;677.0;436.7;23400.0;;;
27096;149.0;323.0;225.3;22860.0;;;
27097;266.0;626.0;432.1;25410.0;;;
27098;;;;;;;
27099;305.0;822.0;531.7;25730.0;;;
27100;436.0;1214.0;770.6;24720.0;;;
27101;182.0;500.0;320.4;24960.0;;;
27102;424.0;1079.0;717.7;25240.0;;;
27103;1723.0;4018.0;2710.8;23810.0;-14.7;;26070.0
27104;286.0;764.0;495.5;24970.0;;;
27105;1739.0;4131.0;2776.8;24150.0;-14.9;22220.0;26690.0
27106;192.0;470.0;312.5;22120.0;;;
27107;506.0;1230.0;827.2;23390.0;;;
27108;569.0;1220.0;857.3;21860.0;;;
27109;140.0;369.0;238.0;23110.0;;;
27110;251.0;618.0;411.4;24210.0;;;
27111;80.0;190.0;127.9;26760.0;;;
27112;1883.0;3883.0;2768.8;20670.0;-12.6;18910.0;23980.0
27113;60.0;137.0;95.7;23070.0;;;
27114;512.0;1254.0;837.4;25320.0;;;
27115;138.0;314.0;218.7;24300.0;;;
27116;1925.0;3885.0;2786.9;19930.0;-12.0;18410.0;23600.0
27117;490.0;1016.0;720.0;19590.0;;;
27118;253.0;654.0;426.6;24660.0;;;
27119;636.0;1613.0;1069.7;25910.0;;;
27120;162.0;419.0;271.0;24520.0;;;
27123;189.0;439.0;296.6;25550.0;;;
27124;103.0;226.0;159.4;25780.0;;;
27125;274.0;623.0;427.7;23550.0;;;
27126;422.0;1131.0;737.8;23530.0;;;
27127;247.0;631.0;416.5;24290.0;;;
27129;249.0;572.0;395.9;24400.0;;;
27130;171.0;427.0;284.3;22200.0;;;
27132;334.0;829.0;559.2;26470.0;;;
27133;448.0;1135.0;752.5;27710.0;;;
27134;80.0;212.0;137.2;24650.0;;;
27135;174.0;465.0;301.4;25210.0;;;
27136;108.0;274.0;183.6;28880.0;;;
27137;101.0;213.0;153.6;22790.0;;;
27138;160.0;351.0;246.7;21600.0;;;
27139;76.0;161.0;114.8;22370.0;;;
27140;174.0;392.0;273.3;26600.0;;;
27141;;;;;;;
27142;98.0;287.0;178.8;26300.0;;;
27144;115.0;283.0;189.5;24290.0;;;
27146;156.0;398.0;262.1;23590.0;;;
27147;247.0;655.0;426.3;26380.0;;;
27148;165.0;369.0;255.4;20480.0;;;
27149;36.0;103.0;65.3;21790.0;;;
27151;772.0;1682.0;1175.8;21710.0;;;
27152;241.0;634.0;412.0;24260.0;;;
27153;133.0;349.0;226.7;24250.0;;;
27154;236.0;594.0;393.0;22920.0;;;
27155;44.0;100.0;69.2;20510.0;;;
27156;214.0;466.0;324.8;22310.0;;;
27157;499.0;1323.0;854.5;22400.0;;;
27158;304.0;775.0;511.7;25930.0;;;
27161;442.0;1052.0;709.9;25100.0;;;
27162;101.0;267.0;170.7;21600.0;;;
27163;67.0;175.0;113.7;27400.0;;;
27164;314.0;792.0;524.5;24370.0;;;
27165;2181.0;4597.0;3234.1;19880.0;-13.1;18940.0;24010.0
27167;253.0;632.0;420.5;23460.0;;;
27168;76.0;185.0;124.2;26010.0;;;
27169;373.0;951.0;620.1;23330.0;;;
27170;558.0;1083.0;788.9;19460.0;;;
27171;147.0;385.0;250.0;27950.0;;;
27173;42.0;107.0;69.5;23540.0;;;
27174;579.0;1389.0;937.0;23270.0;;;
27176;79.0;188.0;129.5;21110.0;;;
27177;235.0;572.0;384.3;23910.0;;;
27179;283.0;732.0;482.4;24100.0;;;
27180;861.0;2174.0;1440.1;23390.0;-14.3;;25020.0
27181;225.0;596.0;390.5;25540.0;;;
27182;69.0;164.0;111.3;22900.0;;;
27183;927.0;2239.0;1508.5;23680.0;-14.4;;25670.0
27184;53.0;119.0;83.0;25810.0;;;
27185;200.0;557.0;356.2;24180.0;;;
27187;124.0;342.0;219.3;25940.0;;;
27188;613.0;1524.0;1010.7;26250.0;;;
27189;175.0;428.0;287.5;26320.0;;;
27190;99.0;191.0;141.1;29650.0;;;
27191;1039.0;2550.0;1715.4;25250.0;-16.9;;28210.0
27192;261.0;615.0;421.5;25740.0;;;
27193;552.0;1396.0;918.1;23590.0;;;
27194;90.0;237.0;156.1;22380.0;;;
27196;558.0;1307.0;893.5;25530.0;;;
27198;2354.0;5412.0;3685.2;22630.0;-14.9;20830.0;25900.0
27199;242.0;570.0;390.4;24350.0;;;
27200;58.0;150.0;100.6;26850.0;;;
27201;91.0;252.0;160.6;24860.0;;;
27202;205.0;503.0;340.8;24210.0;;;
27203;182.0;492.0;318.0;26400.0;;;
27204;117.0;278.0;188.5;23490.0;;;
27205;169.0;415.0;276.9;20820.0;;;
27206;177.0;432.0;289.0;24190.0;;;
27207;252.0;570.0;394.0;22540.0;;;
27208;62.0;125.0;91.1;24070.0;;;
27209;236.0;610.0;398.0;23920.0;;;
27210;173.0;459.0;298.5;21560.0;;;
27212;45.0;115.0;76.1;23570.0;;;
27213;2385.0;6098.0;4019.4;24990.0;-17.1;23460.0;29050.0
27214;315.0;723.0;494.8;21730.0;;;
27215;154.0;425.0;274.6;24400.0;;;
27216;190.0;494.0;327.8;26890.0;;;
27217;207.0;534.0;349.8;22700.0;;;
27218;608.0;1444.0;972.5;22690.0;;;
27219;226.0;555.0;370.7;23860.0;;;
27220;150.0;349.0;237.2;22720.0;;;
27222;86.0;202.0;136.6;22410.0;;;
27224;195.0;452.0;312.4;25000.0;;;
27226;1604.0;3612.0;2503.4;21790.0;-13.1;;24620.0
27227;246.0;610.0;406.3;21550.0;;;
27228;116.0;310.0;200.2;22140.0;;;
27229;21373.0;45058.0;31487.3;18580.0;-14.1;18750.0;25640.0
27230;1587.0;3543.0;2450.0;22490.0;-14.0;22110.0;24910.0
27231;166.0;395.0;270.1;25520.0;;;
27232;123.0;359.0;224.4;23240.0;;;
27233;308.0;745.0;505.9;25330.0;;;
27234;127.0;286.0;198.8;25010.0;;;
27235;59.0;153.0;99.1;25410.0;;;
27237;72.0;194.0;125.2;22200.0;;;
27238;407.0;1107.0;717.9;26610.0;;;
27239;186.0;414.0;290.5;24410.0;;;
27240;109.0;211.0;155.8;20750.0;;;
27241;71.0;172.0;116.7;26740.0;;;
27242;441.0;1024.0;696.7;22010.0;;;
27243;294.0;725.0;485.5;25460.0;;;
27245;126.0;282.0;195.0;24000.0;;;
27246;877.0;1815.0;1292.1;20330.0;;;
27247;131.0;318.0;212.1;24880.0;;;
27248;81.0;191.0;130.8;23750.0;;;
27249;402.0;1103.0;711.1;26400.0;;;
27251;231.0;536.0;367.9;22590.0;;;
27252;149.0;340.0;231.4;22230.0;;;
27254;351.0;853.0;574.0;27700.0;;;
27256;230.0;630.0;402.0;24490.0;;;
27258;204.0;512.0;342.8;24810.0;;;
27259;;;;;;;
27260;241.0;646.0;418.5;23510.0;;;
27261;182.0;440.0;297.2;23800.0;;;
27263;502.0;1231.0;823.5;24720.0;;;
27266;119.0;282.0;190.1;23980.0;;;
27267;149.0;327.0;230.1;24150.0;;;
27269;89.0;198.0;136.5;21490.0;;;
27271;119.0;307.0;202.8;24940.0;;;
27273;141.0;369.0;245.3;25950.0;;;
27275;3108.0;6713.0;4660.6;19050.0;-12.5;20160.0;24010.0
27276;123.0;290.0;200.1;24720.0;;;
27277;274.0;785.0;498.4;24590.0;;;
27278;767.0;1892.0;1264.1;24740.0;;;
27279;1334.0;3119.0;2130.8;23060.0;-14.2;;25500.0
27280;205.0;542.0;349.9;25270.0;;;
27281;88.0;228.0;149.8;25650.0;;;
27282;260.0;663.0;436.8;26120.0;;;
27284;5330.0;11531.0;8029.9;20550.0;-13.1;20030.0;25280.0
27285;205.0;460.0;324.2;28020.0;;;
27286;150.0;347.0;237.0;21000.0;;;
27287;342.0;856.0;573.0;25070.0;;;
27288;235.0;586.0;387.2;22490.0;;;
27289;71.0;166.0;112.5;20090.0;;;
27290;491.0;1180.0;797.9;24180.0;;;
27291;53.0;117.0;81.8;24410.0;;;
27294;397.0;1004.0;661.6;22970.0;;;
27295;188.0;434.0;300.4;22350.0;;;
27298;123.0;332.0;214.8;26880.0;;;
27299;1896.0;4145.0;2884.7;21540.0;-13.7;20570.0;26050.0
27300;231.0;525.0;360.6;23000.0;;;
27301;540.0;1435.0;925.5;24470.0;;;
27302;535.0;1357.0;896.1;23690.0;;;
27304;69.0;158.0;110.5;24120.0;;;
27306;1123.0;2959.0;1927.3;24700.0;-16.9;;27840.0
27307;195.0;502.0;331.3;24730.0;;;
27309;198.0;495.0;332.4;27250.0;;;
27310;172.0;415.0;280.5;22510.0;;;
27311;339.0;813.0;548.6;22560.0;;;
27312;124.0;316.0;209.4;25560.0;;;
27313;221.0;586.0;382.4;25380.0;;;
27315;120.0;289.0;195.5;24480.0;;;
27316;518.0;1260.0;849.1;25590.0;;;
27317;181.0;426.0;291.0;23760.0;;;
27318;106.0;252.0;169.0;22730.0;;;
27319;113.0;281.0;187.4;23120.0;;;
27320;114.0;322.0;203.8;23380.0;;;
27321;59.0;145.0;98.8;32150.0;;;
27322;605.0;1486.0;993.8;25410.0;;;
27323;116.0;242.0;171.3;20820.0;;;
27324;250.0;625.0;418.2;23840.0;;;
27325;65.0;178.0;114.5;21040.0;;;
27326;129.0;343.0;224.0;24940.0;;;
27327;93.0;228.0;152.1;26210.0;;;
27329;301.0;816.0;528.1;24700.0;;;
27330;65.0;130.0;94.2;22070.0;;;
27331;189.0;475.0;314.1;24880.0;;;
27332;344.0;813.0;552.9;25530.0;;;
27333;264.0;689.0;451.4;22790.0;;;
27334;50.0;106.0;75.2;24620.0;;;
27335;447.0;1058.0;721.0;26330.0;;;
27336;154.0;447.0;280.3;27270.0;;;
27337;149.0;364.0;247.0;24970.0;;;
27338;287.0;703.0;470.3;23870.0;;;
27339;329.0;824.0;548.2;26210.0;;;
27340;264.0;696.0;448.5;26380.0;;;
27341;;;;;;;
27342;83.0;199.0;133.8;24170.0;;;
27343;506.0;1306.0;866.4;29700.0;;;
27345;103.0;222.0;156.0;23040.0;;;
27346;86.0;230.0;149.2;21760.0;;;
27347;298.0;774.0;506.3;25760.0;;;
27348;667.0;1669.0;1104.1;24850.0;;;
27349;316.0;814.0;532.5;23920.0;;;
27350;379.0;947.0;626.0;25010.0;;;
27351;582.0;1367.0;937.1;24890.0;;;
27353;184.0;493.0;317.9;27820.0;;;
27354;181.0;419.0;288.1;25160.0;;;
27355;1182.0;2504.0;1761.3;22290.0;-14.5;20620.0;25950.0
27358;233.0;557.0;379.5;27650.0;;;
27359;73.0;146.0;105.7;21020.0;;;
27360;115.0;298.0;193.8;24200.0;;;
27361;143.0;368.0;239.8;25060.0;;;
27363;84.0;225.0;145.5;22860.0;;;
27364;77.0;177.0;122.4;24170.0;;;
27365;843.0;1881.0;1296.3;23050.0;;;
27366;86.0;205.0;139.9;25260.0;;;
27367;673.0;1510.0;1046.6;21380.0;;;
27368;134.0;359.0;230.4;22780.0;;;
27369;;;;;;;
27370;153.0;342.0;237.3;23320.0;;;
27371;67.0;151.0;104.3;24570.0;;;
27372;230.0;589.0;384.4;22230.0;;;
27373;56.0;120.0;85.6;21680.0;;;
27374;231.0;515.0;357.6;24590.0;;;
27375;7917.0;16661.0;11693.9;20030.0;-13.9;19330.0;24560.0
27376;96.0;237.0;158.3;25670.0;;;
27377;317.0;654.0;468.8;22080.0;;;
27378;490.0;1098.0;765.9;24240.0;;;
27379;174.0;417.0;282.8;22660.0;;;
27380;90.0;243.0;153.4;21940.0;;;
27381;65.0;172.0;110.1;22040.0;;;
27382;129.0;343.0;224.7;25950.0;;;
27383;149.0;375.0;250.7;23040.0;;;
27384;214.0;519.0;352.5;25280.0;;;
27385;638.0;1460.0;1005.6;24120.0;;;
27386;509.0;1199.0;800.2;21200.0;;;
27388;204.0;497.0;333.4;22380.0;;;
27389;174.0;457.0;296.1;23210.0;;;
27390;435.0;1152.0;746.7;24130.0;;;
27391;618.0;1569.0;1037.4;25340.0;;;
27392;61.0;134.0;94.3;21570.0;;;
27393;180.0;463.0;303.2;23780.0;;;
27394;165.0;417.0;279.9;25720.0;;;
27395;;;;;;;
27396;184.0;464.0;309.7;23010.0;;;
27397;717.0;1780.0;1182.8;24860.0;;;
27398;672.0;1562.0;1078.9;23580.0;;;
27399;;;;;;;
27400;160.0;346.0;241.6;27870.0;;;
27401;81.0;197.0;133.4;29810.0;;;
27403;94.0;234.0;156.9;26740.0;;;
27404;;;;;;;
27405;50.0;103.0;74.3;24270.0;;;
27406;406.0;915.0;636.6;24750.0;;;
27407;119.0;311.0;202.5;23780.0;;;
27408;252.0;601.0;408.5;26000.0;;;
27410;236.0;571.0;385.2;25120.0;;;
27411;91.0;225.0;151.4;24280.0;;;
27412;630.0;1607.0;1061.4;26070.0;;;
27413;342.0;724.0;507.8;20300.0;;;
27414;375.0;798.0;561.1;19840.0;;;
27415;164.0;361.0;251.1;22810.0;;;
27417;249.0;652.0;424.4;22960.0;;;
27418;47.0;113.0;76.6;22170.0;;;
27419;300.0;806.0;523.6;24830.0;;;
27420;62.0;153.0;102.3;22300.0;;;
27421;256.0;677.0;443.5;24980.0;;;
27422;382.0;879.0;603.5;25570.0;;;
27423;314.0;782.0;522.2;25490.0;;;
27424;136.0;325.0;220.7;21880.0;;;
27425;991.0;2211.0;1542.7;23280.0;-14.0;;24690.0
27426;538.0;1301.0;880.8;25640.0;;;
27427;189.0;416.0;290.9;22840.0;;;
27428;2030.0;3870.0;2854.6;21880.0;-14.4;19870.0;25100.0
27429;59.0;153.0;101.0;26880.0;;;
27430;137.0;388.0;245.7;21600.0;;;
27431;245.0;485.0;348.7;18760.0;;;
27432;227.0;576.0;378.8;23310.0;;;
27433;63.0;154.0;102.8;17840.0;;;
27434;;;;;;;
27435;97.0;260.0;167.0;21850.0;;;
27436;182.0;428.0;290.9;24980.0;;;
27437;137.0;357.0;232.9;23590.0;;;
27438;1021.0;2089.0;1484.2;20450.0;-12.6;17970.0;24770.0
27439;467.0;1200.0;790.0;26720.0;;;
27440;271.0;665.0;450.8;27270.0;;;
27441;;;;;;;
27442;101.0;202.0;148.4;21420.0;;;
