median_income,nb_households,median_price_m2,predicted_price,residual_error,insee_code,commune,dept_code
26810.0,1488.0,2867.12447176335,2763.2246239383785,103.8998478249714,01450,VILLIEU-LOYES-MOLLON,01
25470.0,2762.0,2547.701592193118,2875.570626986178,-327.8690347930601,01451,VIRIAT,01
20600.0,470.0,1956.5217391304348,1755.8972970020934,200.62444212834134,01452,VIRIEU-LE-GRAND,01
22000.0,1369.0,2504.6728971962616,2259.8653809631687,244.80751623309288,01457,VONNAS,01
23020.0,421.0,1360.0,1502.4176368217747,-142.41763682177475,02003,ACY,02
20610.0,1088.0,1282.051282051282,1505.960445975791,-223.9091639245089,02018,ANIZY LE GRAND,02
22820.0,1101.0,1513.5053954833684,1766.0950832344472,-252.58968775107883,02028,ATHIES SOUS LAON,02
21970.0,544.0,1358.7662337662337,1529.5092342946052,-170.74300052837157,02037,AULNOIS SOUS LAON,02
17760.0,1123.0,1213.582251082251,1078.2185208537599,135.36373022849125,02059,BEAUTOR,02
20140.0,1637.0,1601.098901098901,1782.077197825619,-180.97829672671787,02064,BELLEU,02
22590.0,492.0,1680.330290010741,1645.6403600371902,34.68992997355076,02089,BILLY SUR AISNE,02
16190.0,2347.0,805.0213675213676,1070.9473504893904,-265.9259829680228,02095,BOHAIN-EN-VERMANDOIS,02
20580.0,898.0,1474.025974025974,1432.980742461579,41.04523156439495,02110,BRAINE,02
22080.0,667.0,1784.1651812240048,1789.4657607695938,-5.300579545589017,02114,BRASLES,02
23910.0,686.0,1363.6363636363637,1848.2337803613402,-484.5974167249765,02128,BRUYERES ET MONTBERAULT,02
23900.0,775.0,1791.6666666666667,1957.1885459019404,-165.52187923527367,02131,BUCY LE LONG,02
21200.0,351.0,1563.913043478261,1468.3493779859525,95.56366549230847,02134,BUIRE,02
18690.0,759.0,1115.0085034013605,1155.7171178764193,-40.708614475058766,02141,LA CAPELLE,02
20900.0,717.0,1044.88011988012,1225.3629076647196,-180.48278778459962,02165,CHARMES,02
19150.0,6760.0,1868.6868686868686,1904.3622349159255,-35.67536622905686,02168,CHATEAU THIERRY,02
18580.0,5358.0,1127.659574468085,1359.9616962407156,-232.30212177263047,02173,CHAUNY,02
24080.0,558.0,2009.3406593406594,2104.477064734057,-95.13640539339758,02186,CHEZY SUR MARNE,02
22730.0,788.0,1713.4408602150538,1937.003914168485,-223.5630539534311,02226,COURMELLES,02
20740.0,722.0,1497.7896481856696,1463.8967987345438,33.89284945112581,02238,CREPY,02
20820.0,1292.0,1727.937940140845,1799.3009547731353,-71.36301463229029,02243,CROUY,02
21430.0,684.0,1225.0,1393.8918874847016,-168.89188748470156,02245,CUFFIES,02
24790.0,466.0,1454.2062415196744,2288.6510796767707,-834.4448381570962,02287,ESSIGNY LE GRAND,02
23660.0,1105.0,1676.056338028169,2054.5793343658675,-378.5229963376985,02290,ESSOMES SUR MARNE,02
16210.0,1178.0,1875.0,1545.825134268364,329.1748657316359,02304,LA FERE,02
22930.0,882.0,1697.6,1700.5853199888238,-2.9853199888239033,02307,LA FERTE-MILON,02
21460.0,261.0,939.8496240601504,1407.7035738199336,-467.8539497597832,02309,FESTIEUX,02
21150.0,642.0,1863.4868421052631,1799.9183388718538,63.568503233409274,02315,FLAVY LE MARTEL,02
19180.0,1237.0,1705.5142857142857,1608.2519402755966,97.26234543868918,02334,FRESNOY LE GRAND,02
20850.0,2298.0,1394.6143617021276,2110.5336361283694,-715.9192744262418,02340,GAUCHY,02
22150.0,523.0,1380.952380952381,1647.7563065031163,-266.80392555073536,02359,GRUGIES,02
23040.0,1152.0,2007.3684210526317,2033.7337379512894,-26.36531689865774,02360,VILLENEUVE SUR AISNE,02
17320.0,2067.0,1123.2078853046596,1164.1704937811737,-40.962608476514106,02361,GUISE,02
